2.02401E+13,1116.4195
2.02401E+13,1354.0480000000002
2.02401E+13,1462.333
2.02401E+13,1501.808
2.02401E+13,1661.0915
2.02401E+13,1704.5715
2.02401E+13,1704.5715
2.02401E+13,1807.604
2.02401E+13,1807.604
2.02401E+13,1807.604
2.02401E+13,1807.604
2.02401E+13,1807.604
2.02401E+13,1735.2490000000003
2.02401E+13,1735.2490000000003
2.02401E+13,1822.6290000000001
2.02401E+13,1735.2490000000003
2.02401E+13,1805.2040000000002
2.02401E+13,1686.346
2.02401E+13,1595.496
2.02401E+13,1735.2490000000003
2.02401E+13,1735.2490000000003
2.02401E+13,1675.877
2.02401E+13,1735.2490000000003
2.02401E+13,1822.6290000000001
2.02401E+13,1099.238
2.02401E+13,508.74799999999993
2.02401E+13,313.89500000000004
2.02401E+13,242.4845
2.02401E+13,179.762
2.02401E+13,137.41277777777776
2.02401E+13,114.07499999999999
2.02401E+13,84.05392857142857
2.02401E+13,57.5385
2.02401E+13,36.694
2.02401E+13,25.667
2.02401E+13,21.144
2.02401E+13,21.144
2.02401E+13,19.588
2.02401E+13,14.969
2.02401E+13,14.279277777777779
2.02401E+13,11.661
2.02401E+13,9.794
2.02401E+13,6.6355
2.02401E+13,4.377000000000001
2.02401E+13,3.946
2.02401E+13,3.1159999999999997
2.02401E+13,1.5559999999999998
2.02401E+13,0.6
2.02401E+13,22.834
2.02401E+13,25.667
2.02401E+13,363.0615
2.02401E+13,1404.524
2.02401E+13,1452.1399999999999
2.02401E+13,1452.1399999999999
2.02401E+13,1291.8139999999999
2.02401E+13,1291.8139999999999
2.02401E+13,1334.665
2.02401E+13,1334.665
2.02401E+13,1117.0124999999998
2.02401E+13,88.19800000000001
2.02401E+13,33.8175
2.02401E+13,29.224
2.02401E+13,176.91500000000002
2.02401E+13,829.4335
2.02401E+13,36.294
2.02401E+13,26.890500000000003
2.02401E+13,29.224
2.02401E+13,114.07499999999999
2.02401E+13,179.762
2.02401E+13,163.254
2.02401E+13,163.254
2.02401E+13,137.41277777777776
2.02401E+13,104.838
2.02401E+13,84.05392857142857
2.02401E+13,69.845
2.02401E+13,62.872
2.02401E+13,57.5385
2.02401E+13,53.744
2.02401E+13,47.035000000000004
2.02401E+13,44.788
2.02401E+13,33.638999999999996
2.02401E+13,19.588
2.02401E+13,21.144
2.02401E+13,29.224
2.02401E+13,22.834
2.02401E+13,17.765
2.02401E+13,10.611
2.02401E+13,8.738
2.02401E+13,5.96
2.02401E+13,3.1159999999999997
2.02401E+13,2.1405
2.02401E+13,1.8079999999999998
2.02401E+13,2.1405
2.02401E+13,2.1405
2.02401E+13,1.309
2.02401E+13,0.6
2.02401E+13,0.6
2.02401E+13,1.309
2.02401E+13,2.1405
2.02401E+13,1.5559999999999998
2.02401E+13,2.1405
2.02401E+13,4.377000000000001
2.02401E+13,3.1159999999999997
2.02401E+13,2.1405
2.02401E+13,3.1159999999999997
2.02401E+13,3.1159999999999997
2.02401E+13,3.1159999999999997
2.02401E+13,4.377000000000001
2.02401E+13,6.6355
2.02401E+13,5.96
2.02401E+13,5.96
2.02401E+13,6.6355
2.02401E+13,4.377000000000001
2.02401E+13,3.429
2.02401E+13,4.873
2.02401E+13,4.873
2.02401E+13,6.6355
2.02401E+13,7.118333333333333
2.02401E+13,10.611
2.02401E+13,8.738
2.02401E+13,9.794
2.02401E+13,6.6355
2.02401E+13,3.946
2.02401E+13,3.429
2.02401E+13,3.1159999999999997
2.02401E+13,2.684
2.02401E+13,2.439
2.02401E+13,1.5559999999999998
2.02401E+13,1.8079999999999998
2.02401E+13,1.5559999999999998
2.02401E+13,1.5559999999999998
2.02401E+13,2.1405
2.02401E+13,2.1405
2.02401E+13,2.439
